,id,age,checking_status,class,credit_amount,credit_history,duration,employment,existing_credits,feat01,feat02,feat03,feat04,feat05,feat06,feat07,feat08,feat09,feat10,foreign_worker,housing,installment_commitment,job,num_dependents,other_parties,other_payment_plans,own_telephone,personal_status,property_magnitude,purpose,residence_since,savings_status
1067,1068,26,200,1,4370,'no credits/all paid',30,4,2,0.8292947776757738,0.6074446929351832,0.8084719930948876,0.9066841753887764,1.1188629906710488,1.3827529403445404,1.4970575925545049,0.7941300344555164,0.9633547100212144,0.2349722847685951,yes,rent,4,'unskilled resident',1,none,none,none,'female div/dep/mar',car,business,4,'100<=X<500'
1475,1476,22,0,0,3637,'existing paid',18,1,1,0.5553702409991735,0.4475127139613539,1.045765369235063,0.7590947022105988,1.155836277059815,0.9415187176347029,0.7073812404062774,0.879246959622156,1.6689482596778935,0.4121592089538557,yes,rent,1,skilled,1,none,none,none,'female div/dep/mar',car,furniture/equipment,4,'<100'
312,313,24,400,0,2984,'existing paid',12,4,1,0.387262437075063,0.5331487969683149,0.9740460329446576,1.4834791556982216,1.3384158977606733,1.066859936778321,1.2752553763633094,0.6508958671268696,1.0766398204346097,0.6848532120330006,yes,own,3,skilled,1,none,none,none,'male mar/wid',car,radio/tv,1,'<100'
435,436,46,-1,0,1489,'critical/other existing credit',18,10,2,0.3406814712539158,0.4982013326874087,0.986142983658632,0.9059504621852326,0.6550829540871547,1.138433392787647,1.0739628936212726,0.9918838360503386,0.7114197591586556,0.48434827958328,yes,own,4,skilled,1,none,none,none,'male single',car,radio/tv,4,'>=1000'
1898,1899,28,-1,1,2323,'delayed previously',18,4,1,0.4164201464686658,0.6457825458957991,0.850608398182042,1.108163267032107,1.020327154744001,1.021732296034991,0.9000660008183623,1.1268948217460593,0.4206967280688509,0.4331044338920888,yes,own,4,skilled,1,none,none,yes,'male mar/wid',car,business,2,'<100'
1328,1329,36,-1,0,6173,'critical/other existing credit',30,7,2,0.4650821947609446,0.5242852508859376,0.9215518893672612,1.877663941469708,1.3158302067803085,0.815526858143647,0.9084827669368074,1.377700106890401,1.16618725802919,0.7222135227030716,yes,own,2,skilled,1,none,none,none,'male single','life insurance',radio/tv,3,'no known savings'
308,309,49,200,0,3209,'critical/other existing credit',12,1,2,0.4975599010065812,0.5610737063134175,0.771613672904664,1.10265971921796,1.1278012182878774,1.024645717846823,0.7406603763151685,0.805728688331272,1.3261143720498645,0.6886934125764237,yes,own,1,'unskilled resident',2,none,bank,none,'male single','real estate','new car',3,'<100'
430,431,28,200,1,3690,'existing paid',24,1,1,0.5114487292748879,0.5918234200685605,1.4043412480785855,0.5223391762085808,1.4615875245030532,1.0004194729850302,0.721293207015992,0.7673018077402585,1.193234639831766,0.3913773641063142,yes,rent,3,skilled,1,none,none,none,'female div/dep/mar',car,'used car',4,'500<=X<1000'
660,661,24,200,1,5499,'existing paid',72,4,1,0.5474490630567228,0.6211170183487151,0.5605803030007276,1.2195418646396026,0.816230147296868,0.6828418497247241,0.6336648242817241,1.392922305904832,0.8615491816223656,0.4193329547205426,yes,own,2,skilled,1,none,none,none,'male mar/wid',car,radio/tv,2,'100<=X<500'
370,371,28,400,1,1020,'critical/other existing credit',12,7,3,0.6197464682131187,0.5825334142637943,0.4164805805999657,1.330844123050151,1.0997617919894442,0.7321828398626695,0.8752171092136292,1.2246354538262847,0.6531588449858647,0.028696470383265,yes,own,4,skilled,1,none,none,yes,'male mar/wid','real estate','new car',2,'500<=X<1000'
566,567,36,200,1,4106,'no credits/all paid',24,4,3,0.3770217515767566,0.4197753440421357,0.8631792677185222,1.0602179631408093,1.7471651821963174,0.684159474786532,0.803303202123691,1.1603382089680685,0.8324789335163439,0.2711673550912875,yes,own,1,'unskilled resident',1,none,none,yes,'male single','real estate',business,4,'<100'
979,980,27,0,0,2121,'existing paid',18,1,1,0.4458244924526704,0.736224723190312,0.954917344288491,1.1917114848875727,1.290997113581417,1.3282438629085669,0.3478104703657176,0.3876725605737009,1.041164923063702,0.2359144916799411,yes,own,4,skilled,1,none,stores,none,'female div/dep/mar',car,radio/tv,1,'<100'
181,182,57,-1,0,1107,'critical/other existing credit',11,-1,3,0.542606523376699,0.5833749064359646,0.6763716923058183,1.1295709851005862,0.990428612747876,0.491048867959004,1.3596724274992709,0.775878310166669,1.2792527811179275,0.6274293727389468,yes,own,4,'unskilled resident',1,none,none,none,'female div/dep/mar','real estate',radio/tv,4,'100<=X<500'
1362,1363,27,0,0,3078,'existing paid',27,4,1,0.4731354603894593,0.5222395552905899,1.1667104774881143,0.7946868369536129,0.9242536990788056,1.0461364095570211,1.3332153043503303,1.519304179122767,0.9436007270781056,0.6404864911267916,yes,own,3,'high qualif/self emp/mgmt',1,none,none,none,'male single',car,radio/tv,2,'<100'
621,622,47,400,0,1225,'existing paid',24,10,1,0.3130010126129953,0.6786775688632418,1.4343983724520104,1.0234895820042238,0.7079017582665161,1.0669656922636594,0.5824768864021006,1.2080639879854882,1.4201641951530355,0.3249574213352668,yes,'for free',4,skilled,1,none,none,yes,'female div/dep/mar','no known property',radio/tv,2,'100<=X<500'
818,819,24,200,0,7463,'existing paid',12,-1,1,0.1699477748512077,0.7179225895908153,1.1649838021366286,1.469634595781157,1.3681400952245606,0.6876397249078895,0.8545234317023125,0.8302929584064072,1.5411355985097588,0.3961373044052828,yes,rent,1,'unemp/unskilled non res',1,none,none,none,'female div/dep/mar','real estate','new car',2,'no known savings'
1192,1193,25,200,1,351,'existing paid',12,7,1,0.2407065366965212,0.4530039586683255,1.1233878194147071,0.6597550845352298,0.3387039360486738,1.3922326009866826,0.5602698875777967,1.3865942238067113,0.999643993530362,0.3265496076320311,yes,own,2,'unskilled resident',1,none,bank,none,'male mar/wid',car,'new car',3,'<100'
952,953,37,-1,0,3310,'critical/other existing credit',36,7,2,0.5082033652420879,0.4787546222314062,1.4569832341781974,0.5088310263066592,1.309111230404891,1.3041775780643072,1.2245647135026965,0.8665853851675687,1.280828628090832,0.6611752048227704,yes,own,4,skilled,1,none,none,yes,'male single',car,'new car',4,'<100'
1421,1422,64,-1,0,1527,'existing paid',13,-1,1,0.5710491740749395,0.6027065850008826,1.0806337317383523,0.5731374147228838,0.7155751182354809,0.6074572338802864,1.525033210275219,0.403545905351417,0.5896085546720604,0.6415526363288692,yes,own,2,skilled,1,none,none,none,'female div/dep/mar','real estate',radio/tv,4,'100<=X<500'
1840,1841,53,0,1,8088,'existing paid',12,10,1,0.5593674403386905,0.2399515678931079,0.8578915995959098,1.0639048539343992,0.6079309696176376,1.5068784096574857,1.2037791269789704,1.3033673284490923,0.3928634860102,0.5376868634719376,yes,'for free',4,'high qualif/self emp/mgmt',1,none,none,yes,'male single','no known property',furniture/equipment,4,'<100'
922,923,39,-1,0,7326,'critical/other existing credit',11,4,2,0.2681943438040999,0.5942510712568375,0.9158542413434984,0.7843974160218607,1.0213177352609422,0.9384508847546238,1.2158590347820044,0.6206806908737191,1.0965234034174531,0.612198187131632,yes,own,1,'unskilled resident',1,none,none,none,'male single','life insurance','new car',4,'<100'
1073,1074,34,400,1,1697,'no credits/all paid',9,1,2,0.392715786776981,0.5584014275683352,1.0029306328290113,1.4144204706610042,0.9286429911114724,0.7339119914009574,1.1766843608305966,1.3153865267027784,0.8334518449635299,0.4680153777944625,yes,own,4,'high qualif/self emp/mgmt',1,none,none,yes,'male single',car,radio/tv,2,'<100'
296,297,31,-1,0,2903,'existing paid',21,7,1,0.3739438555190443,0.6879230975919335,1.0645668111218691,0.9439592081291936,1.230907044421908,0.9608209036733516,1.5170867023885188,1.267393309236917,0.7876722316750451,0.6180924388200957,yes,own,1,'high qualif/self emp/mgmt',1,none,bank,none,'female div/dep/mar',car,'new car',2,'500<=X<1000'
966,967,42,-1,0,10808,'critical/other existing credit',36,10,2,0.4274993414034649,0.6113693468027213,0.5810334136396662,0.4750561814037573,0.7800971282091052,1.3241797113806069,1.1387684568830068,0.2923286665002191,0.4461030148832954,0.4167876797432016,yes,'for free',2,skilled,1,none,none,none,'male single','no known property','used car',4,'no known savings'
461,462,20,0,1,914,'existing paid',12,4,1,0.688927026167843,0.3892147328814526,1.0386936156622162,0.7627420234049754,0.5641583835018941,1.329701108304423,0.4756922226541662,0.9550021036739116,1.0125808188007364,0.3449083743407782,yes,rent,2,skilled,1,none,none,none,'female div/dep/mar',car,furniture/equipment,4,'<100'
1302,1303,24,0,1,9739,'critical/other existing credit',36,7,2,0.7477886500990645,0.7856693011766805,1.5695426966285,0.670121030878742,0.9467342282268028,0.9628820419707244,0.8791804095809248,1.1131273129004162,1.387243080929307,0.6297406537834644,yes,own,4,skilled,1,none,none,yes,'male single',car,'used car',4,'<100'
1176,1177,27,-1,0,3744,'critical/other existing credit',18,7,2,0.5569110060400279,0.7682955678938621,1.0564802917512106,1.3326132528745616,0.6158858126105294,1.0021747236805183,0.7346014722557866,0.7715318459803695,0.7559525999524396,0.7340675422576086,yes,own,3,skilled,1,none,none,none,'male single',car,'used car',1,'<100'
377,378,37,200,0,3675,'critical/other existing credit',18,10,1,0.5178232660746098,0.4980924625568585,1.5711366659912516,0.5666096384012269,0.9808445978115722,0.3175290500581349,1.796121509406274,0.9408260086609518,0.4455692512510841,0.3621486082943062,yes,own,3,skilled,1,none,none,yes,'female div/dep/mar','life insurance',furniture/equipment,4,'<100'
798,799,36,0,0,5937,'critical/other existing credit',18,10,3,0.476519259278124,0.5680349450713391,1.071640248090695,0.486284714953474,1.2469300831522068,0.7319009370010627,1.3879343260222776,1.073101039487202,1.3088887559581803,0.4418168887919873,yes,'for free',2,'high qualif/self emp/mgmt',1,none,none,yes,'male single','no known property','new car',4,'<100'
1102,1103,56,-1,0,1557,'existing paid',6,1,1,0.3810653655532921,0.5699732924184339,0.8256196089449379,1.243792808834597,1.384838663181437,0.9287042945092052,0.983795932569189,1.1037739480109514,0.7962590031124954,0.514613756238306,yes,own,1,skilled,1,none,none,none,'female div/dep/mar','no known property',education,2,'<100'
105,106,36,0,1,7215,'existing paid',60,10,1,0.3812929310529691,0.7134558923615887,0.4612893930886791,0.9911634303329196,1.410950261919183,0.910531934526366,1.3604695772015825,0.9170709003564096,0.6191346099126285,0.546524460623434,yes,rent,4,skilled,1,'co applicant',none,none,'male single','no known property',business,4,'<100'
126,127,38,0,0,10761,'critical/other existing credit',30,10,3,0.2683942944020761,0.6441701687711752,0.5034108099168353,1.0922456212448868,1.182856932293049,1.0016358898820552,1.0382330536978404,0.5787360929782923,1.1338150630957524,0.3971001456008735,yes,'for free',3,'high qualif/self emp/mgmt',2,none,none,yes,'male single','no known property','used car',4,'<100'
1995,1996,30,200,0,1743,'existing paid',6,1,1,0.3532275399378429,0.4623408431646579,1.2204123305661017,1.2933622830341374,1.2301402649801645,0.96670409918367,0.7551066758763881,1.1345049811484729,0.80296082979739,0.5879931478538891,yes,rent,4,'high qualif/self emp/mgmt',1,none,none,yes,'male mar/wid',car,radio/tv,3,'<100'
838,839,54,0,1,2946,'existing paid',48,4,1,0.5991242118751713,0.5324276665855129,0.9734458426349816,0.666935985023313,0.9279874879477792,0.8566202172767705,0.748776345193408,0.8489417301884798,0.5897650775135665,0.2468774320512011,yes,own,3,skilled,1,none,none,none,'male single',car,'domestic appliance',4,'<100'
355,356,60,-1,0,2161,'critical/other existing credit',24,10,1,0.1408986400132275,0.7937030595453678,1.108009457859918,0.7240409757085436,0.8237447743761541,0.7723498380936689,1.4145928642884391,0.6788278370459003,1.20976210605387,0.4890912956415886,yes,own,4,skilled,1,none,none,yes,'male single','real estate','new car',4,'>=1000'
1616,1617,34,0,1,11998,'existing paid',30,1,1,0.6932304800041936,0.4182127690216721,0.9763926604962204,0.382865256564261,0.4364424268399378,0.8210038671220705,0.7918436706169052,0.6637936303291533,0.8751734595080451,0.4518437228948271,yes,own,1,'unskilled resident',1,none,none,yes,'male div/sep','no known property',repairs,1,'<100'
682,683,34,200,0,2773,'existing paid',18,4,1,0.1931751405726297,0.7989954732299708,1.1367296533363809,1.009660266106259,1.4028873313956534,1.5242365103775002,0.8882235910019509,1.1203100906642158,1.2130785869147145,0.3640930486389375,yes,own,4,skilled,1,none,none,none,'male single',car,business,4,'100<=X<500'
812,813,23,400,0,389,'existing paid',15,1,1,0.6286172874221495,0.7518535772093593,0.7041112648138086,1.4826179060543594,0.8567424536682016,0.9246557139546618,1.6399983366636968,1.2397774150953005,0.941182297128932,0.5789095380138984,yes,rent,4,skilled,1,none,none,yes,'female div/dep/mar','life insurance',education,4,'<100'
1680,1681,55,0,1,1146,'critical/other existing credit',18,-1,3,0.6344757890693764,0.5995115270105987,1.0662808207244234,0.778654831616154,1.87336996522518,0.8899172316422114,1.100507453935637,1.6148242323397195,0.7389978471367966,0.400683528926847,yes,'for free',2,'unemp/unskilled non res',2,none,none,none,'female div/dep/mar','no known property',repairs,4,'<100'
209,210,32,-1,0,2006,'existing paid',24,7,1,0.4219652284622048,0.6860115020216534,1.0343277631299626,1.1926013423544282,1.4808552345560344,0.4760362340174791,0.5115079123313584,0.5499884036388625,0.4848399794636296,0.4589159580473239,yes,own,3,skilled,2,none,bank,none,'male single',car,radio/tv,1,'<100'
1492,1493,33,0,1,327,'existing paid',12,1,1,0.4561045556065225,0.6345299957178354,1.0482232504338045,1.2754077938242734,1.59229651730606,0.7438702575589071,0.6014754693891785,1.124122630586016,0.4505539254587769,0.5788602973339113,yes,own,4,'unskilled resident',1,none,none,yes,'male mar/wid','no known property',radio/tv,3,'100<=X<500'
140,141,54,-1,0,433,'existing paid',6,-1,1,0.2600896123969926,0.6917886490971622,1.340000355928077,0.9804499655361,0.9872786761076492,0.5075640835963646,0.6633379791501461,0.6462636142926347,0.5508142178502089,0.5222657055521586,yes,own,1,'unemp/unskilled non res',1,none,none,yes,'female div/dep/mar','real estate','new car',4,'<100'
1974,1975,24,200,0,7217,'existing paid',12,-1,1,0.3596091587090898,0.5429460733731655,1.358418116363922,0.6933060591523209,0.5102074961471453,0.8462250457208806,0.6915345606145964,0.8589855672344072,1.0902601020634428,0.604821033439892,yes,rent,1,'unemp/unskilled non res',1,none,none,none,'female div/dep/mar','real estate','new car',2,'no known savings'
1339,1340,23,400,0,540,'existing paid',15,1,1,0.4503090514983273,0.6175251975658889,1.0647164292940756,1.09943893473034,0.6893069910694505,1.2726612174895149,1.187348206705042,1.1950096479175372,0.9948239179621414,0.7525056404494638,yes,rent,4,skilled,1,none,none,yes,'female div/dep/mar','life insurance',education,4,'<100'
1797,1798,39,-1,0,9686,'no credits/all paid',54,4,1,0.3768833020068957,0.5498839431411746,0.7794461900196306,0.9620594520782242,0.7902017074400869,0.8390590094694537,1.3883764393524258,1.3874596075398655,0.5032129491666504,0.6804966556453023,yes,own,2,'unskilled resident',2,none,none,none,'male single','life insurance','used car',2,'no known savings'
1574,1575,30,0,0,1385,'critical/other existing credit',21,10,2,0.6037741747283109,0.5203604570765945,1.5110626899737385,0.5906553185448651,0.5578019474364102,0.8810665787046745,1.480255547024801,1.0879004367846496,0.8328724203306017,0.9234644964506308,yes,own,4,skilled,1,none,none,yes,'male mar/wid',car,'new car',3,'<100'
1181,1182,29,-1,0,1546,'existing paid',6,7,1,0.4619167009388165,0.7471906657018068,1.5242974397645828,0.766365081137578,0.5350958821624647,0.8150677343585128,0.6877668485426349,0.7467166659828914,0.4608229416712605,0.8420862654610499,yes,rent,2,skilled,1,none,none,none,'male mar/wid','real estate',radio/tv,2,'<100'
1393,1394,54,200,0,974,'existing paid',12,10,1,0.2811669613985362,0.4726987375115127,0.8949924919100194,1.1529982404414236,0.4839899261615669,1.367434892599988,0.5598653408950598,0.908983736388701,0.7552412798226118,0.5191510726909527,yes,own,4,skilled,1,none,none,yes,'male single','real estate','new car',4,'>=1000'
1815,1816,23,200,1,1533,'existing paid',12,1,1,0.3359641589947728,0.5461870186615405,1.2119820919176705,1.1744257560661628,1.3963776725469168,0.7601399721335839,1.1971376855311622,0.7363784392877121,0.4280558669494885,0.4492793249195626,yes,rent,1,skilled,1,none,none,none,'male mar/wid','real estate',radio/tv,1,'<100'
711,712,28,400,0,1249,'critical/other existing credit',6,10,2,0.5385138642448623,0.5346286488907535,0.786773862687081,1.1823024136110525,0.9630574737279556,1.054809407853937,1.430820987132682,0.8768493534766063,1.4686658683269789,0.4048083704671473,yes,own,2,skilled,2,none,none,yes,'male div/sep',car,'new car',4,'100<=X<500'
